datetime,y_true,raw_sensor_value,y_pred_calibrated,absolute_error
2005-01-27 14:00:00,198.0,900.0,202.0451876130569,4.045187613056896
2005-01-27 15:00:00,198.0,921.0,197.52611881772665,0.4738811822733453
2005-01-27 16:00:00,223.0,924.0,203.94685970755802,19.05314029244198
2005-01-27 17:00:00,224.0,913.0,210.7595416772306,13.240458322769399
2005-01-27 18:00:00,266.0,819.0,278.31357433657735,12.313574336577346
2005-01-27 19:00:00,326.0,750.0,328.7079356496149,2.7079356496149103
2005-01-27 20:00:00,343.0,717.0,367.30738111199764,24.307381111997643
2005-01-27 21:00:00,243.0,863.0,264.96381976770726,21.963819767707264
2005-01-27 22:00:00,177.0,995.0,195.67512055467,18.675120554670002
2005-01-27 23:00:00,155.0,953.0,209.8694988211569,54.869498821156895
2005-01-28 00:00:00,143.0,999.0,188.02277035887892,45.022770358878915
2005-01-28 01:00:00,124.0,1075.0,149.9085900678303,25.90859006783029
2005-01-28 02:00:00,94.0,1120.0,137.65187844783225,43.651878447832246
2005-01-28 04:00:00,56.0,1158.0,121.10699469616691,65.10699469616691
2005-01-28 05:00:00,58.0,1282.0,93.02311850887969,35.02311850887969
2005-01-28 06:00:00,105.0,1159.0,129.22413010108392,24.224130101083915
2005-01-28 07:00:00,122.0,1138.0,134.72501833247037,12.72501833247037
2005-01-28 08:00:00,274.0,827.0,261.0500772129827,12.949922787017272
2005-01-28 09:00:00,342.0,742.0,308.7981232774439,33.20187672255611
2005-01-28 10:00:00,296.0,822.0,263.2722735045505,32.727726495449474
2005-01-28 11:00:00,279.0,838.0,259.31784710861746,19.682152891382543
2005-01-28 12:00:00,325.0,842.0,256.0977569583986,68.90224304160142
2005-01-28 13:00:00,222.0,871.0,214.288566147195,7.711433852804987
2005-01-28 14:00:00,279.0,793.0,255.94007775529548,23.059922244704524
2005-01-28 15:00:00,248.0,888.0,198.61821322529516,49.381786774704835
2005-01-28 16:00:00,193.0,949.0,176.08408873090224,16.915911269097762
2005-01-29 02:00:00,70.0,1306.0,84.46388993628346,14.463889936283465
2005-01-29 04:00:00,37.0,1460.0,62.20382995450478,25.203829954504783
2005-01-29 05:00:00,33.0,1494.0,57.521437748001006,24.521437748001006
2005-01-29 06:00:00,43.0,1473.0,62.15363360412158,19.15363360412158
2005-01-29 07:00:00,73.0,1324.0,86.06871155439165,13.068711554391655
2005-01-29 08:00:00,125.0,1163.0,115.89321624451645,9.106783755483548
2005-01-29 09:00:00,154.0,1022.0,149.21326659541302,4.7867334045869825
2005-01-29 10:00:00,140.0,1027.0,151.95315584854234,11.953155848542337
2005-01-29 11:00:00,150.0,1025.0,155.08443306139878,5.084433061398784
2005-01-29 12:00:00,139.0,1051.0,147.0585614969678,8.058561496967798
2005-01-29 13:00:00,135.0,1027.0,146.45073144006773,11.450731440067727
2005-01-29 14:00:00,152.0,987.0,162.18930517686073,10.189305176860728
2005-01-29 15:00:00,121.0,1071.0,134.32503480799,13.325034807989994
2005-01-29 16:00:00,122.0,1049.0,138.3891686364771,16.38916863647711
2005-01-29 17:00:00,167.0,998.0,162.82973019870246,4.170269801297536
2005-01-29 18:00:00,165.0,980.0,166.89029245834183,1.8902924583418326
2005-01-29 19:00:00,190.0,981.0,170.49154717141744,19.508452828582563
2005-01-29 20:00:00,176.0,960.0,179.65587098255668,3.655870982556678
2005-01-29 21:00:00,196.0,983.0,177.1552552866002,18.84474471339979
2005-01-29 22:00:00,103.0,1102.0,128.32099136084383,25.320991360843834
2005-01-29 23:00:00,91.0,1136.0,119.94795570866569,28.94795570866569
2005-01-30 00:00:00,119.0,1051.0,140.35380726447482,21.353807264474824
2005-01-30 01:00:00,147.0,1023.0,151.85931366911865,4.859313669118649
2005-01-30 02:00:00,101.0,1107.0,123.65948914699197,22.659489146991973
2005-01-30 04:00:00,102.0,1097.0,136.87666340642187,34.87666340642187
2005-01-30 05:00:00,55.0,1322.0,86.50877761009258,31.50877761009258
2005-01-30 06:00:00,51.0,1374.0,77.8806136658128,26.880613665812803
2005-01-30 07:00:00,53.0,1439.0,72.00631001685855,19.00631001685855
2005-01-30 08:00:00,74.0,1358.0,84.20864656861744,10.20864656861744
2005-01-30 09:00:00,113.0,1202.0,115.16253555930587,2.1625355593058657
2005-01-30 10:00:00,107.0,1148.0,126.61751325097401,19.617513250974014
2005-01-30 11:00:00,101.0,1126.0,129.57764925617425,28.577649256174254
2005-01-30 12:00:00,129.0,1097.0,137.7198822984809,8.719882298480911
2005-01-30 13:00:00,126.0,1128.0,126.5594164554297,0.5594164554296981
2005-01-30 14:00:00,132.0,1133.0,127.97239909851476,4.027600901485243
2005-01-30 15:00:00,101.0,1176.0,114.11440681992104,13.114406819921044
2005-01-30 16:00:00,128.0,1151.0,124.7775173747595,3.2224826252405023
2005-01-30 17:00:00,170.0,1062.0,156.35277904561008,13.647220954389923
2005-01-30 18:00:00,174.0,1120.0,140.85206623446902,33.14793376553098
2005-01-30 19:00:00,215.0,1077.0,158.15642205939906,56.84357794060094
2005-01-30 20:00:00,248.0,972.0,204.95444167861973,43.04555832138027
2005-01-30 21:00:00,247.0,965.0,214.36443949587448,32.63556050412552
2005-01-30 22:00:00,154.0,1095.0,156.82925441185324,2.829254411853242
2005-01-30 23:00:00,186.0,996.0,196.08404196436817,10.084041964368168
2005-01-31 00:00:00,231.0,901.0,233.15258892180825,2.1525889218082455
2005-01-31 01:00:00,174.0,987.0,178.60003288427845,4.600032884278448
2005-01-31 02:00:00,68.0,1282.0,95.2134665123171,27.213466512317098
2005-01-31 04:00:00,39.0,1486.0,65.29354770933531,26.293547709335314
2005-01-31 05:00:00,39.0,1474.0,66.10938277318013,27.10938277318013
2005-01-31 06:00:00,54.0,1363.0,85.15623501728851,31.15623501728851
2005-01-31 07:00:00,158.0,1164.0,131.4912425837017,26.508757416298295
2005-01-31 08:00:00,350.0,826.0,305.6102187563207,44.389781243679295
2005-01-31 10:00:00,584.0,602.0,616.2105047781288,32.21050477812878
2005-01-31 11:00:00,478.0,683.0,456.3590383416841,21.640961658315916
2005-01-31 12:00:00,563.0,683.0,469.1148360234307,93.88516397656929
2005-01-31 13:00:00,414.0,707.0,406.78856244121494,7.2114375587850645
2005-01-31 14:00:00,398.0,711.0,390.63379272604703,7.366207273952966
2005-01-31 15:00:00,451.0,643.0,463.17963646575777,12.179636465757767
2005-01-31 16:00:00,503.0,618.0,496.0090180406219,6.990981959378075
2005-01-31 17:00:00,640.0,552.0,628.5763522254767,11.42364777452326
2005-01-31 18:00:00,843.0,488.0,796.3474545021429,46.65254549785709
2005-01-31 19:00:00,954.0,455.0,860.5296233174179,93.47037668258213
2005-01-31 20:00:00,984.0,456.0,889.3034978854706,94.69650211452938
2005-01-31 21:00:00,586.0,587.0,663.0958953035463,77.09589530354629
2005-01-31 22:00:00,360.0,737.0,482.8183854308747,122.81838543087468
2005-01-31 23:00:00,231.0,798.0,406.76632479384165,175.76632479384165
2005-02-01 00:00:00,200.0,813.0,382.9008609582328,182.90086095823278
2005-02-01 01:00:00,153.0,871.0,335.4467657326617,182.44676573266167
2005-02-01 02:00:00,135.0,879.0,324.3526531785977,189.35265317859768
2005-02-01 04:00:00,196.0,814.0,356.2405703568438,160.24057035684382
2005-02-01 05:00:00,208.0,795.0,365.2019914224544,157.2019914224544
2005-02-01 06:00:00,241.0,814.0,348.7846630347337,107.78466303473368
2005-02-01 07:00:00,417.0,702.0,452.85909868897886,35.85909868897886
2005-02-01 08:00:00,896.0,492.0,762.760168590497,133.23983140950304
2005-02-01 09:00:00,966.0,449.0,882.8366774354868,83.16332256451324
2005-02-01 10:00:00,878.0,503.0,828.5463361510759,49.453663848924066
2005-02-01 11:00:00,985.0,466.0,878.6517631289073,106.3482368710927
2005-02-01 12:00:00,1017.0,479.0,867.5946745731657,149.40532542683434
2005-02-01 13:00:00,683.0,497.0,781.6427281894044,98.64272818940435
2005-02-01 14:00:00,660.0,487.0,740.1530283260289,80.1530283260289
2005-02-01 15:00:00,492.0,506.0,694.1483529441858,202.14835294418583
2005-02-01 16:00:00,497.0,540.0,610.4788060570108,113.47880605701084
2005-02-01 17:00:00,562.0,508.0,696.1824308227906,134.1824308227906
2005-02-01 18:00:00,539.0,573.0,560.5376767473158,21.5376767473158
2005-02-01 19:00:00,502.0,559.0,570.1001650652199,68.10016506521993
2005-02-01 20:00:00,452.0,595.0,538.7031898403505,86.70318984035055
2005-02-01 21:00:00,357.0,683.0,445.83204790399054,88.83204790399054
2005-02-01 22:00:00,289.0,777.0,371.36757273076853,82.36757273076853
2005-02-01 23:00:00,221.0,805.0,349.10913545124913,128.10913545124913
2005-02-02 00:00:00,204.0,820.0,333.1955153043545,129.1955153043545
2005-02-02 01:00:00,183.0,807.0,327.0916014850735,144.0916014850735
2005-02-02 02:00:00,222.0,722.0,392.1421283290483,170.14212832904832
2005-02-02 04:00:00,210.0,764.0,356.5332040026137,146.53320400261367
2005-02-02 05:00:00,185.0,846.0,321.0556399999652,136.0556399999652
2005-02-02 06:00:00,257.0,792.0,349.1021129170956,92.10211291709561
2005-02-02 07:00:00,297.0,795.0,336.69661471209895,39.69661471209895
2005-02-02 08:00:00,573.0,566.0,545.794092498109,27.205907501891033
2005-02-02 09:00:00,883.0,422.0,807.2957292785946,75.70427072140535
2005-02-02 10:00:00,824.0,501.0,719.9629994164347,104.03700058356526
2005-02-02 11:00:00,693.0,560.0,670.4114972354602,22.58850276453984
2005-02-02 12:00:00,714.0,577.0,623.2374805531442,90.76251944685578
2005-02-02 13:00:00,388.0,721.0,349.99281257239727,38.00718742760273
2005-02-02 14:00:00,337.0,728.0,340.7087065747211,3.7087065747210772
