datetime,y_true,raw_sensor_value,y_pred_calibrated,absolute_error
2005-01-28 12:00:00,1.8,970.0,1.4481601607812171,0.3518398392187829
2005-01-28 13:00:00,1.4,943.0,1.0096091883737572,0.3903908116262427
2005-01-28 14:00:00,2.1,994.0,1.397668714837929,0.7023312851620711
2005-01-28 15:00:00,1.6,932.0,0.9414937657141319,0.6585062342858682
2005-01-28 16:00:00,1.3,891.0,0.7086957244444073,0.5913042755555927
2005-01-29 02:00:00,0.7,793.0,0.6643560869230822,0.03564391307691772
2005-01-29 03:00:00,0.6,790.0,0.5695595686976194,0.03044043130238061
2005-01-29 04:00:00,0.5,776.0,0.5109359338271584,0.010935933827158406
2005-01-29 05:00:00,0.5,766.0,0.4965955509602017,0.0034044490397983074
2005-01-29 06:00:00,0.4,774.0,0.5107987691165383,0.1107987691165383
2005-01-29 07:00:00,0.5,801.0,0.5527261279641181,0.05272612796411813
2005-01-29 08:00:00,0.8,847.0,0.6067236530643666,0.19327634693563345
2005-01-29 09:00:00,1.1,874.0,0.47014697410368733,0.6298530258963128
2005-01-29 10:00:00,1.1,879.0,0.5170505984699635,0.5829494015300366
2005-01-29 11:00:00,1.1,888.0,0.564411635283974,0.5355883647160261
2005-01-29 12:00:00,1.1,873.0,0.5002820517379912,0.5997179482620089
2005-01-29 13:00:00,1.1,877.0,0.4613990422388651,0.638600957761135
2005-01-29 14:00:00,1.2,893.0,0.55621603768578,0.64378396231422
2005-01-29 15:00:00,1.0,866.0,0.4676332267152546,0.5323667732847455
2005-01-29 16:00:00,1.2,873.0,0.459786025079927,0.7402139749200729
2005-01-29 17:00:00,1.3,911.0,0.5507026944328529,0.7492973055671471
2005-01-29 18:00:00,1.4,908.0,0.614967878726186,0.7850321212738139
2005-01-29 19:00:00,1.3,907.0,0.6579863285322091,0.642013671467791
2005-01-29 20:00:00,1.4,925.0,0.7831114280918907,0.6168885719081092
2005-01-29 21:00:00,1.5,920.0,0.8281190746188873,0.6718809253811127
2005-01-29 22:00:00,1.0,865.0,0.6010149439969528,0.39898505600304723
2005-01-29 23:00:00,1.0,867.0,0.5949202126911279,0.40507978730887206
2005-01-30 00:00:00,1.1,900.0,1.0706107090644623,0.02938929093553777
2005-01-30 01:00:00,1.3,901.0,1.0214697745211392,0.27853022547886086
2005-01-30 02:00:00,1.0,863.0,0.7574231010081627,0.24257689899183732
2005-01-30 03:00:00,1.1,884.0,0.731102976610641,0.36889702338935904
2005-01-30 05:00:00,0.6,806.0,0.827536577253724,0.227536577253724
2005-01-30 06:00:00,0.5,801.0,0.780650002688941,0.280650002688941
2005-01-30 07:00:00,0.4,790.0,0.7680461667935449,0.36804616679354485
2005-01-30 08:00:00,0.5,805.0,0.8095724943896315,0.3095724943896315
2005-01-30 09:00:00,0.7,843.0,0.7611110030493395,0.061111003049339585
2005-01-30 10:00:00,0.8,849.0,0.7954080393259697,0.004591960674030338
2005-01-30 11:00:00,0.8,872.0,0.7596027120503468,0.04039728794965325
2005-01-30 12:00:00,1.0,890.0,0.8377316480708811,0.16226835192911893
2005-01-30 13:00:00,0.9,874.0,0.7006074123349944,0.19939258766500567
2005-01-30 14:00:00,0.9,863.0,1.0194445464461557,0.11944454644615565
2005-01-30 15:00:00,0.9,840.0,1.1405423700722574,0.24054237007225743
2005-01-30 16:00:00,1.0,845.0,1.124943404747718,0.12494340474771803
2005-01-30 17:00:00,1.0,888.0,1.094715412123177,0.09471541212317702
2005-01-30 18:00:00,1.1,845.0,1.017529549958567,0.08247045004143305
2005-01-30 19:00:00,1.2,880.0,1.0165481871480833,0.1834518128519167
2005-01-30 20:00:00,1.6,917.0,1.1833173894391995,0.4166826105608006
2005-01-30 21:00:00,1.7,927.0,1.2701599862314485,0.4298400137685514
2005-01-30 22:00:00,1.1,868.0,1.0173709246940896,0.08262907530591046
2005-01-30 23:00:00,1.3,932.0,1.0266861227371207,0.27331387726287937
2005-01-31 00:00:00,1.7,971.0,1.2246134570625733,0.47538654293742666
2005-01-31 01:00:00,1.5,891.0,0.8791947457738829,0.6208052542261171
2005-01-31 02:00:00,0.8,806.0,0.7308833670596105,0.0691166329403895
2005-01-31 03:00:00,0.5,787.0,0.6498271800500465,0.14982718005004647
2005-01-31 04:00:00,0.4,791.0,0.657637367916937,0.25763736791693703
2005-01-31 05:00:00,0.4,787.0,0.6437221695214517,0.24372216952145165
2005-01-31 06:00:00,0.4,814.0,0.6730844104893734,0.2730844104893734
2005-01-31 07:00:00,0.7,844.0,0.7828146846786089,0.08281468467860897
2005-01-31 08:00:00,1.8,1049.0,1.5826502918513274,0.2173497081486726
2005-01-31 10:00:00,3.5,1293.0,2.9545578194578437,0.5454421805421563
2005-01-31 11:00:00,2.8,1121.0,2.315814588743224,0.48418541125677583
2005-01-31 12:00:00,3.1,1112.0,2.266349843418708,0.8336501565812919
2005-01-31 13:00:00,2.5,1060.0,1.7414818700465555,0.7585181299534445
2005-01-31 14:00:00,2.7,1056.0,1.9124843296951288,0.7875156703048714
2005-01-31 15:00:00,2.9,1131.0,2.623142201771973,0.2768577982280269
2005-01-31 16:00:00,3.2,1162.0,2.9347977697006242,0.26520223029937595
2005-01-31 17:00:00,4.1,1283.0,3.695738670168007,0.4042613298319928
2005-01-31 18:00:00,6.1,1414.0,3.843417857852723,2.2565821421472765
2005-01-31 19:00:00,6.8,1486.0,4.758056163046428,2.041943836953572
2005-01-31 20:00:00,6.8,1523.0,5.10672469448492,1.6932753055150798
2005-01-31 21:00:00,3.7,1283.0,2.714988041926512,0.9850119580734882
2005-01-31 22:00:00,2.1,1109.0,1.4849937600410563,0.6150062399589438
2005-01-31 23:00:00,1.4,1055.0,1.371294949610256,0.028705050389743914
2005-02-01 00:00:00,1.3,1038.0,1.2349770661037593,0.0650229338962407
2005-02-01 01:00:00,1.1,996.0,1.055406152687224,0.04459384731277605
2005-02-01 02:00:00,1.0,995.0,0.9905739580696716,0.009426041930328366
2005-02-01 03:00:00,0.9,1000.0,0.9739159864779853,0.07391598647798525
2005-02-01 04:00:00,0.8,1042.0,1.2118523670437151,0.4118523670437151
2005-02-01 05:00:00,0.9,1042.0,1.2040891595834637,0.3040891595834637
2005-02-01 06:00:00,1.1,1024.0,1.1305842481217396,0.030584248121739543
